#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
8adz_H               -            226 IGHJ                 -             17   9.1e-09   33.4   0.6   1   1   2.3e-08   2.4e-08   32.1   0.6     4    17   107   120   107   120 0.97 mol:protein length:226  IgM Fab, heavy chain
8adz_U               -            226 IGHJ                 -             17   9.1e-09   33.4   0.6   1   1   2.3e-08   2.4e-08   32.1   0.6     4    17   107   120   107   120 0.97 mol:protein length:226  IgM Fab, heavy chain
8ae0_H               -            226 IGHJ                 -             17   9.1e-09   33.4   0.6   1   1   2.3e-08   2.4e-08   32.1   0.6     4    17   107   120   107   120 0.97 mol:protein length:226  IgM Fab, heavy chain
8ae0_Q               -            226 IGHJ                 -             17   9.1e-09   33.4   0.6   1   1   2.3e-08   2.4e-08   32.1   0.6     4    17   107   120   107   120 0.97 mol:protein length:226  IgM Fab, heavy chain
8ae2_H               -            226 IGHJ                 -             17   9.1e-09   33.4   0.6   1   1   2.3e-08   2.4e-08   32.1   0.6     4    17   107   120   107   120 0.97 mol:protein length:226  IgM Fab, heavy chain
8ae2_Q               -            226 IGHJ                 -             17   9.1e-09   33.4   0.6   1   1   2.3e-08   2.4e-08   32.1   0.6     4    17   107   120   107   120 0.97 mol:protein length:226  IgM Fab, heavy chain
8ae3_H               -            226 IGHJ                 -             17   9.1e-09   33.4   0.6   1   1   2.3e-08   2.4e-08   32.1   0.6     4    17   107   120   107   120 0.97 mol:protein length:226  IgM Fab, heavy chain
8ae3_Q               -            226 IGHJ                 -             17   9.1e-09   33.4   0.6   1   1   2.3e-08   2.4e-08   32.1   0.6     4    17   107   120   107   120 0.97 mol:protein length:226  IgM Fab, heavy chain
2aj3_B               -            228 IGHJ                 -             17   9.1e-09   33.4   1.8   1   1     9e-09   9.1e-09   33.4   1.8     4    17   108   121   107   121 0.98 mol:protein length:228  Fab m18, Heavy Chain
2aj3_D               -            228 IGHJ                 -             17   9.1e-09   33.4   1.8   1   1     9e-09   9.1e-09   33.4   1.8     4    17   108   121   107   121 0.98 mol:protein length:228  Fab m18, Heavy Chain
2aj3_F               -            228 IGHJ                 -             17   9.1e-09   33.4   1.8   1   1     9e-09   9.1e-09   33.4   1.8     4    17   108   121   107   121 0.98 mol:protein length:228  Fab m18, Heavy Chain
5ush_D               -            224 IGHJ                 -             17   9.2e-09   33.4   1.2   1   1     9e-09   9.2e-09   33.4   1.2     4    17   110   123   109   123 0.98 mol:protein length:224  Fab vv66 heavy chain
5ush_H               -            224 IGHJ                 -             17   9.2e-09   33.4   1.2   1   1     9e-09   9.2e-09   33.4   1.2     4    17   110   123   109   123 0.98 mol:protein length:224  Fab vv66 heavy chain
8yro_B               -            121 IGHJ                 -             17   9.2e-09   33.4   6.0   1   1   9.1e-09   9.2e-09   33.4   6.0     3    17   107   121   106   121 0.96 mol:protein length:121  JL-8C Heavy Chain
8yro_E               -            121 IGHJ                 -             17   9.2e-09   33.4   6.0   1   1   9.1e-09   9.2e-09   33.4   6.0     3    17   107   121   106   121 0.96 mol:protein length:121  JL-8C Heavy Chain
8yro_H               -            121 IGHJ                 -             17   9.2e-09   33.4   6.0   1   1   9.1e-09   9.2e-09   33.4   6.0     3    17   107   121   106   121 0.96 mol:protein length:121  JL-8C Heavy Chain
7e3l_D               -            221 IGHJ                 -             17   9.2e-09   33.4   2.7   1   1   9.1e-09   9.2e-09   33.4   2.7     2    17   108   123   107   123 0.96 mol:protein length:221  58G6 heavy chain
7e3l_F               -            221 IGHJ                 -             17   9.2e-09   33.4   2.7   1   1   9.1e-09   9.2e-09   33.4   2.7     2    17   108   123   107   123 0.96 mol:protein length:221  58G6 heavy chain
7e3l_H               -            221 IGHJ                 -             17   9.2e-09   33.4   2.7   1   1   9.1e-09   9.2e-09   33.4   2.7     2    17   108   123   107   123 0.96 mol:protein length:221  58G6 heavy chain
6cyf_D               -            227 IGHJ                 -             17   9.3e-09   33.4   7.1   1   1   9.2e-09   9.3e-09   33.4   7.1     2    17   109   124   108   124 0.96 mol:protein length:227  IgG1 antibody, heavy chain fragment
6cyf_F               -            227 IGHJ                 -             17   9.3e-09   33.4   7.1   1   1   9.2e-09   9.3e-09   33.4   7.1     2    17   109   124   108   124 0.96 mol:protein length:227  IgG1 antibody, heavy chain fragment
6cyf_M               -            227 IGHJ                 -             17   9.3e-09   33.4   7.1   1   1   9.2e-09   9.3e-09   33.4   7.1     2    17   109   124   108   124 0.96 mol:protein length:227  IgG1 antibody, heavy chain fragment
6cyf_U               -            227 IGHJ                 -             17   9.3e-09   33.4   7.1   1   1   9.2e-09   9.3e-09   33.4   7.1     2    17   109   124   108   124 0.96 mol:protein length:227  IgG1 antibody, heavy chain fragment
8sml_C               -            231 IGHJ                 -             17   9.3e-09   33.4   3.1   1   1   9.2e-09   9.3e-09   33.4   3.1     2    17   108   123   108   123 0.96 mol:protein length:231  Fab hI365 heavy chain
8sml_F               -            231 IGHJ                 -             17   9.3e-09   33.4   3.1   1   1   9.2e-09   9.3e-09   33.4   3.1     2    17   108   123   108   123 0.96 mol:protein length:231  Fab hI365 heavy chain
8bcz_A               -            119 IGHJ                 -             17   9.4e-09   33.4   4.7   1   1   9.2e-09   9.4e-09   33.4   4.7     2    17   104   119   104   119 0.96 mol:protein length:119  BA.2-36 heavy chain
7e8c_H               -            230 IGHJ                 -             17   9.5e-09   33.4   7.1   1   1   9.3e-09   9.5e-09   33.4   7.1     2    17   110   125   109   125 0.96 mol:protein length:230  N9 H
7e8c_S               -            230 IGHJ                 -             17   9.5e-09   33.4   7.1   1   1   9.3e-09   9.5e-09   33.4   7.1     2    17   110   125   109   125 0.96 mol:protein length:230  N9 H
7e8c_T               -            230 IGHJ                 -             17   9.5e-09   33.4   7.1   1   1   9.3e-09   9.5e-09   33.4   7.1     2    17   110   125   109   125 0.96 mol:protein length:230  N9 H
7e8f_H               -            230 IGHJ                 -             17   9.5e-09   33.4   7.1   1   1   9.3e-09   9.5e-09   33.4   7.1     2    17   110   125   109   125 0.96 mol:protein length:230  N9 H
6vgr_C               -            226 IGHJ                 -             17   9.6e-09   33.3   2.1   1   1   9.5e-09   9.6e-09   33.3   2.1     2    17   108   123   108   123 0.97 mol:protein length:226  SC-003 Fab Heavy Chain
6vgr_H               -            226 IGHJ                 -             17   9.6e-09   33.3   2.1   1   1   9.5e-09   9.6e-09   33.3   2.1     2    17   108   123   108   123 0.97 mol:protein length:226  SC-003 Fab Heavy Chain
7kba_A               -            240 IGHJ                 -             17   9.7e-09   33.3   4.1   1   1   9.5e-09   9.7e-09   33.3   4.1     4    17   115   128   110   128 0.95 mol:protein length:240  2-18 Fab Heavy Chain
7kba_H               -            240 IGHJ                 -             17   9.7e-09   33.3   4.1   1   1   9.5e-09   9.7e-09   33.3   4.1     4    17   115   128   110   128 0.95 mol:protein length:240  2-18 Fab Heavy Chain
7kbb_A               -            240 IGHJ                 -             17   9.7e-09   33.3   4.1   1   1   9.5e-09   9.7e-09   33.3   4.1     4    17   115   128   110   128 0.95 mol:protein length:240  2-18 Fab Heavy Chain
8gv5_C               -            125 IGHJ                 -             17   9.8e-09   33.3   4.2   1   1   2.1e-08   2.1e-08   32.2   4.2     3    17   111   125   110   125 0.93 mol:protein length:125  PN-SIA28 Heavy chain
8gv6_G               -            125 IGHJ                 -             17   9.8e-09   33.3   4.2   1   1   2.1e-08   2.1e-08   32.2   4.2     3    17   111   125   110   125 0.93 mol:protein length:125  PN-SIA28 heavy chain
8gv6_I               -            125 IGHJ                 -             17   9.8e-09   33.3   4.2   1   1   2.1e-08   2.1e-08   32.2   4.2     3    17   111   125   110   125 0.93 mol:protein length:125  PN-SIA28 heavy chain
8gv7_C               -            125 IGHJ                 -             17   9.8e-09   33.3   4.2   1   1   2.1e-08   2.1e-08   32.2   4.2     3    17   111   125   110   125 0.93 mol:protein length:125  PN-SIA28 heavy chain
3h3p_H               -            137 IGHJ                 -             17   9.8e-09   33.3   0.7   1   1   9.7e-09   9.8e-09   33.3   0.7     3    17   115   129   114   129 0.94 mol:protein length:137  Fv 4E10 heavy chain
3h3p_I               -            137 IGHJ                 -             17   9.8e-09   33.3   0.7   1   1   9.7e-09   9.8e-09   33.3   0.7     3    17   115   129   114   129 0.94 mol:protein length:137  Fv 4E10 heavy chain
3lh2_H               -            137 IGHJ                 -             17   9.8e-09   33.3   0.7   1   1   9.7e-09   9.8e-09   33.3   0.7     3    17   115   129   114   129 0.94 mol:protein length:137  Fv 4E10 heavy chain
3lh2_I               -            137 IGHJ                 -             17   9.8e-09   33.3   0.7   1   1   9.7e-09   9.8e-09   33.3   0.7     3    17   115   129   114   129 0.94 mol:protein length:137  Fv 4E10 heavy chain
3lh2_J               -            137 IGHJ                 -             17   9.8e-09   33.3   0.7   1   1   9.7e-09   9.8e-09   33.3   0.7     3    17   115   129   114   129 0.94 mol:protein length:137  Fv 4E10 heavy chain
3lh2_K               -            137 IGHJ                 -             17   9.8e-09   33.3   0.7   1   1   9.7e-09   9.8e-09   33.3   0.7     3    17   115   129   114   129 0.94 mol:protein length:137  Fv 4E10 heavy chain
3lhp_H               -            137 IGHJ                 -             17   9.8e-09   33.3   0.7   1   1   9.7e-09   9.8e-09   33.3   0.7     3    17   115   129   114   129 0.94 mol:protein length:137  Fv 4E10 heavy chain
3lhp_I               -            137 IGHJ                 -             17   9.8e-09   33.3   0.7   1   1   9.7e-09   9.8e-09   33.3   0.7     3    17   115   129   114   129 0.94 mol:protein length:137  Fv 4E10 heavy chain
7x8w_H               -            264 IGHJ                 -             17   9.9e-09   33.3   1.1   1   1   9.8e-09   9.9e-09   33.3   1.1     4    17   135   148   134   148 0.94 mol:protein length:264  Ab354 heavy chain
8d0z_H               -            118 IGHJ                 -             17   9.9e-09   33.3   1.8   1   1   1.9e-08   1.9e-08   32.4   1.8     3    17   104   118   102   118 0.90 mol:protein length:118  S728-1157 Fab heavy chain variable region
3hc4_H               -            213 IGHJ                 -             17     1e-08   33.3   6.5   1   1   9.8e-09     1e-08   33.3   6.5     2    17   101   116   100   116 0.95 mol:protein length:213  IMMUNOGLOBULIN IGG1 FAB, HEAVY CHAIN
1opg_H               -            227 IGHJ                 -             17     1e-08   33.3   1.6   1   1   9.8e-09     1e-08   33.3   1.6     1    16   109   124   109   125 0.98 mol:protein length:227  OPG2 FAB (HEAVY CHAIN)
5b8c_B               -            120 IGHJ                 -             17     1e-08   33.3   6.3   1   1   9.9e-09     1e-08   33.3   6.3     3    17   106   120   105   120 0.96 mol:protein length:120  Pembrolizumab heavy chain variable region (PemVH)
5b8c_E               -            120 IGHJ                 -             17     1e-08   33.3   6.3   1   1   9.9e-09     1e-08   33.3   6.3     3    17   106   120   105   120 0.96 mol:protein length:120  Pembrolizumab heavy chain variable region (PemVH)
5b8c_H               -            120 IGHJ                 -             17     1e-08   33.3   6.3   1   1   9.9e-09     1e-08   33.3   6.3     3    17   106   120   105   120 0.96 mol:protein length:120  Pembrolizumab heavy chain variable region (PemVH)
5b8c_K               -            120 IGHJ                 -             17     1e-08   33.3   6.3   1   1   9.9e-09     1e-08   33.3   6.3     3    17   106   120   105   120 0.96 mol:protein length:120  Pembrolizumab heavy chain variable region (PemVH)
7zor_H               -            225 IGHJ                 -             17     1e-08   33.3   6.1   1   1   9.9e-09     1e-08   33.3   6.1     1    17   106   122   106   122 0.99 mol:protein length:225  Anti-siglec15 FAB HC
7zor_I               -            225 IGHJ                 -             17     1e-08   33.3   6.1   1   1   9.9e-09     1e-08   33.3   6.1     1    17   106   122   106   122 0.99 mol:protein length:225  Anti-siglec15 FAB HC
7zoz_H               -            225 IGHJ                 -             17     1e-08   33.3   6.1   1   1   9.9e-09     1e-08   33.3   6.1     1    17   106   122   106   122 0.99 mol:protein length:225  Anti-Siglec 15 Fab HC
1u6a_H               -            224 IGHJ                 -             17     1e-08   33.3   0.5   1   1     1e-08     1e-08   33.3   0.5     5    17   111   123   108   123 0.93 mol:protein length:224  F105 HEAVY CHAIN
3hi1_B               -            225 IGHJ                 -             17     1e-08   33.3   0.5   1   1     1e-08     1e-08   33.3   0.5     5    17   111   123   108   123 0.93 mol:protein length:225  F105 Heavy Chain
3hi1_H               -            225 IGHJ                 -             17     1e-08   33.3   0.5   1   1     1e-08     1e-08   33.3   0.5     5    17   111   123   108   123 0.93 mol:protein length:225  F105 Heavy Chain
7enf_P               -            230 IGHJ                 -             17     1e-08   33.3   2.3   1   1     1e-08     1e-08   33.3   2.3     3    17   109   123   108   123 0.96 mol:protein length:230  Heavy chain of Fab30
7eng_H               -            230 IGHJ                 -             17     1e-08   33.3   2.3   1   1     1e-08     1e-08   33.3   2.3     3    17   109   123   108   123 0.96 mol:protein length:230  Heavy chain of Fab30
