pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
6lgw	C	D	0	F	protein	NA	glycoprotein,glycoprotein,glycoprotein	VIRAL PROTEIN	12/06/19	Structure of Rabies virus glycoprotein in complex with neutralizing antibody 523-11 at acidic pH	MUS MUSCULUS; RABIES LYSSAVIRUS	mus musculus	mus musculus	rabies lyssavirus	Yang, F.L., Lin, S., Ye, F., Yang, J., Qi, J.X., Chen, Z.J., Lin, X., Wang, J.C., Yue, D., Cheng, Y.W., Chen, Z.M., Chen, H., You, Y., Zhang, Z.L., Yang, Y., Yang, M., Sun, H.L., Li, Y.H., Cao, Y., Yang, S.Y., Wei, Y.Q., Gao, G.F., Lu, G.W.	2.9037	X-RAY DIFFRACTION	0.268	0.218	False	True	IGHV1	IGKV5	Kappa	None	None	None	None	None
6lgw	A	B	0	E	protein	NA	glycoprotein,glycoprotein,glycoprotein	VIRAL PROTEIN	12/06/19	Structure of Rabies virus glycoprotein in complex with neutralizing antibody 523-11 at acidic pH	MUS MUSCULUS; RABIES LYSSAVIRUS	mus musculus	mus musculus	rabies lyssavirus	Yang, F.L., Lin, S., Ye, F., Yang, J., Qi, J.X., Chen, Z.J., Lin, X., Wang, J.C., Yue, D., Cheng, Y.W., Chen, Z.M., Chen, H., You, Y., Zhang, Z.L., Yang, Y., Yang, M., Sun, H.L., Li, Y.H., Cao, Y., Yang, S.Y., Wei, Y.Q., Gao, G.F., Lu, G.W.	2.9037	X-RAY DIFFRACTION	0.268	0.218	False	True	IGHV1	IGKV5	Kappa	None	None	None	None	None
1h8o	B	B	0	NA	NA	NA	NA	ANTIBODY	02/14/01	Selection, characterization and X-ray  Structure of anti-ampicillin single  chain Fv fragments from phage-displayed murine antibody libraries	MUS MUSCULUS	mus musculus			Burmester, J., Spinelli, S., Pugliese, L., Krebber, A., Honegger, A., Jung, S., Schimmele, B., Cambillau, C., Pluckthun, A.	2.75	X-RAY DIFFRACTION	0.258	0.178	True	True	unknown	unknown	unknown	None	None	None	None	None
1h8o	A	A	0	NA	NA	NA	NA	ANTIBODY	02/14/01	Selection, characterization and X-ray  Structure of anti-ampicillin single  chain Fv fragments from phage-displayed murine antibody libraries	MUS MUSCULUS	mus musculus			Burmester, J., Spinelli, S., Pugliese, L., Krebber, A., Honegger, A., Jung, S., Schimmele, B., Cambillau, C., Pluckthun, A.	2.75	X-RAY DIFFRACTION	0.258	0.178	True	True	unknown	unknown	unknown	None	None	None	None	None
3jab	H	L	0	C	protein	NA	phosphodiesterase 5/6 chimera catalytic domain	HYDROLASE/IMMUNE SYSTEM	05/26/15	Domain organization and conformational plasticity of the G protein effector, PDE6	BOS TAURUS; MUS MUSCULUS	mus musculus	mus musculus	bos taurus	Zhang, Z., He, F., Constantine, R., Baker, M.L., Baehr, W., Schmid, M.F., Wensel, T.G., Agosto, M.A.	11	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
3jab	Q	R	0	O	protein	NA	phosphodiesterase 5/6 chimera catalytic domain	HYDROLASE/IMMUNE SYSTEM	05/26/15	Domain organization and conformational plasticity of the G protein effector, PDE6	BOS TAURUS; MUS MUSCULUS	mus musculus	mus musculus	bos taurus	Zhang, Z., He, F., Constantine, R., Baker, M.L., Baehr, W., Schmid, M.F., Wensel, T.G., Agosto, M.A.	11	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
7eam	H	L	0	A	protein	NA	spike protein s1	VIRAL PROTEIN, IMMUNE SYSTEM	03/07/21	immune complex of SARS-CoV-2 RBD and cross-neutralizing antibody 7D6	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Li, T.T., Gu, Y., Li, S.W.	1.4	X-RAY DIFFRACTION	0.182	0.172	False	False	IGHV14	IGKV12	Kappa	None	None	None	None	None
7eam	C	D	0	B	protein	NA	spike protein s1	VIRAL PROTEIN, IMMUNE SYSTEM	03/07/21	immune complex of SARS-CoV-2 RBD and cross-neutralizing antibody 7D6	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Li, T.T., Gu, Y., Li, S.W.	1.4	X-RAY DIFFRACTION	0.182	0.172	False	False	IGHV14	IGKV12	Kappa	None	None	None	None	None
6wik	D	C	0	A	protein	NA	solute carrier family 40 protein	MEMBRANE PROTEIN	04/10/20	Cryo-EM structure of SLC40/ferroportin with Fab in the presence of hepcidin	CARLITO SYRICHTA; MUS MUSCULUS	mus musculus	mus musculus	carlito syrichta	Shen, J., Ren, Z., Pan, Y., Gao, S., Yan, N., Zhou, M.	3.4	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
3pjs	D	C	0	K | L	protein | protein	NA | NA	voltage-gated potassium channel | voltage-gated potassium channel	TRANSPORT PROTEIN	11/10/10	Mechanism of Activation Gating in the Full-Length KcsA K+ Channel	MUS MUSCULUS; STREPTOMYCES LIVIDANS	mus musculus	mus musculus	streptomyces lividans | streptomyces lividans	Uysal, S., Cuello, L.G., Kossiakoff, A., Perozo, E.	3.8	X-RAY DIFFRACTION	0.332	0.281	False	True	IGHV3	IGKV1	Kappa	None	None	None
3pjs	B	A	0	M | N	protein | protein	NA | NA	voltage-gated potassium channel | voltage-gated potassium channel	TRANSPORT PROTEIN	11/10/10	Mechanism of Activation Gating in the Full-Length KcsA K+ Channel	MUS MUSCULUS; STREPTOMYCES LIVIDANS	mus musculus	mus musculus	streptomyces lividans | streptomyces lividans	Uysal, S., Cuello, L.G., Kossiakoff, A., Perozo, E.	3.8	X-RAY DIFFRACTION	0.332	0.281	False	True	IGHV3	IGKV1	Kappa	None	None	None
7w9f	A	B	0	E	protein	NA	spike protein s1	VIRAL PROTEIN	12/09/21	SARS-CoV-2 Delta S-RBD-8D3	MUS MUSCULUS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Cong, Y., Liu, C.X.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
6ewb	J	K	0	D	protein	NA	vp1	VIRAL PROTEIN	11/03/17	Crystal structure of GII.4 UNSW 2012 P domain in complex with Fab 10E9	NOROVIRUS HU/GII.4/SYDNEY/NSW0514/2012/AU; MUS MUSCULUS	mus musculus	mus musculus	norovirus hu/gii.4/sydney/nsw0514/2012/au	Koromyslova, A.D., Hansman, G.S.	2.78	X-RAY DIFFRACTION	0.222	0.186	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
6ewb	G	I	0	C	protein	NA	vp1	VIRAL PROTEIN	11/03/17	Crystal structure of GII.4 UNSW 2012 P domain in complex with Fab 10E9	NOROVIRUS HU/GII.4/SYDNEY/NSW0514/2012/AU; MUS MUSCULUS	mus musculus	mus musculus	norovirus hu/gii.4/sydney/nsw0514/2012/au	Koromyslova, A.D., Hansman, G.S.	2.78	X-RAY DIFFRACTION	0.222	0.186	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
6ewb	E	F	0	A	protein	NA	vp1	VIRAL PROTEIN	11/03/17	Crystal structure of GII.4 UNSW 2012 P domain in complex with Fab 10E9	NOROVIRUS HU/GII.4/SYDNEY/NSW0514/2012/AU; MUS MUSCULUS	mus musculus	mus musculus	norovirus hu/gii.4/sydney/nsw0514/2012/au	Koromyslova, A.D., Hansman, G.S.	2.78	X-RAY DIFFRACTION	0.222	0.186	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
6ewb	H	L	0	B	protein	NA	vp1	VIRAL PROTEIN	11/03/17	Crystal structure of GII.4 UNSW 2012 P domain in complex with Fab 10E9	NOROVIRUS HU/GII.4/SYDNEY/NSW0514/2012/AU; MUS MUSCULUS	mus musculus	mus musculus	norovirus hu/gii.4/sydney/nsw0514/2012/au	Koromyslova, A.D., Hansman, G.S.	2.78	X-RAY DIFFRACTION	0.222	0.186	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
1frg	H	L	0	P	peptide	NA	influenza hemagglutinin ha1 (strain x47)(residues 101 - 108) 	VIRAL PROTEIN/IMMUNE SYSTEM	01/17/94	CRYSTAL STRUCTURE, SEQUENCE, AND EPITOPE MAPPING OF A PEPTIDE COMPLEX OF AN ANTI-INFLUENZA HA PEPTIDE ANTIBODY FAB 26(SLASH)9: FINE-TUNING ANTIBODY SPECIFICITY	MUS MUSCULUS		mus musculus		Churchill, M.E.A., Wilson, I.A.	2.8	X-RAY DIFFRACTION	unknown	0.190	False	True	IGHV5	IGKV8	Kappa	None	None	None	None	None
6lhq	H	L	0	A | C | B	protein | protein | protein	NA | NA | NA	vp1 protein | vp3 protein | vp2 protein	VIRUS	12/09/19	The cryo-EM structure of coxsackievirus A16 mature virion in complex with Fab NA9D7	COXSACKIEVIRUS A16; MUS MUSCULUS	mus musculus	mus musculus	coxsackievirus a16 | coxsackievirus a16 | coxsackievirus a16	He, M.Z., Xu, L.F., Zheng, Q.B., Zhu, R., Yin, Z.C., Cheng, T., Li, S.W.	3.06	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV4	Kappa	None	None	None	None	None
6h3u	I	M	0	A	protein	NA	envelopment polyprotein	VIRAL PROTEIN	07/19/18	Schmallenberg Virus Glycoprotein Gc Head Domain in Complex with scFv 4B6	MUS MUSCULUS; BOVINE SCHMALLENBERG VIRUS	mus musculus	mus musculus	bovine schmallenberg virus	Hellert, J., Aebischer, A., Wernike, K., Haouz, A., Brocchi, E., Reiche, S., Guardado-Calvo, P., Beer, M., Rey, F.A.	3.168	X-RAY DIFFRACTION	0.228	0.200	False	True	IGHV3	IGKV10	Kappa	None	None	None	None	None
6h3u	H	L	0	B	protein	NA	envelopment polyprotein	VIRAL PROTEIN	07/19/18	Schmallenberg Virus Glycoprotein Gc Head Domain in Complex with scFv 4B6	MUS MUSCULUS; BOVINE SCHMALLENBERG VIRUS	mus musculus	mus musculus	bovine schmallenberg virus	Hellert, J., Aebischer, A., Wernike, K., Haouz, A., Brocchi, E., Reiche, S., Guardado-Calvo, P., Beer, M., Rey, F.A.	3.168	X-RAY DIFFRACTION	0.228	0.200	False	True	IGHV3	IGKV10	Kappa	None	None	None	None	None
3utz	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/27/11	Endogenous-like inhibitory antibodies targeting activated metalloproteinase motifs show therapeutic potential	MUS MUSCULUS				Sela-Passwell, N., Kikkeri, R, Dym, O., Rozenberg, H, Margalit, R, Arad-Yellin, R., Eisenstein, M., Brenner, O., Shoham, T., Danon, T., Shanzer, A., Sagi, I., Israel Structural Proteomics Center (ISPC)	2.18	X-RAY DIFFRACTION	0.288	0.228	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
3utz	F	E	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/27/11	Endogenous-like inhibitory antibodies targeting activated metalloproteinase motifs show therapeutic potential	MUS MUSCULUS				Sela-Passwell, N., Kikkeri, R, Dym, O., Rozenberg, H, Margalit, R, Arad-Yellin, R., Eisenstein, M., Brenner, O., Shoham, T., Danon, T., Shanzer, A., Sagi, I., Israel Structural Proteomics Center (ISPC)	2.18	X-RAY DIFFRACTION	0.288	0.228	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
3utz	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/27/11	Endogenous-like inhibitory antibodies targeting activated metalloproteinase motifs show therapeutic potential	MUS MUSCULUS				Sela-Passwell, N., Kikkeri, R, Dym, O., Rozenberg, H, Margalit, R, Arad-Yellin, R., Eisenstein, M., Brenner, O., Shoham, T., Danon, T., Shanzer, A., Sagi, I., Israel Structural Proteomics Center (ISPC)	2.18	X-RAY DIFFRACTION	0.288	0.228	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
7p00	H	H	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1,guanine nucleotide-binding protein g(s) subunit alpha isoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	06/29/21	Human Neurokinin 1 receptor (NK1R) substance P Gq chimera (mGsqi) complex	MUS MUSCULUS; HOMO SAPIENS; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens | homo sapiens | homo sapiens	Thom, C., Ehrenmann, J., Vacca, S., Waltenspuhl, Y., Schoppe, J., Medalia, O., Pluckthun, A.	2.71	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2ck0	H	L	0	P	peptide	NA	protein (11-mer; cyclic peptide)	IMMUNOGLOBULIN	06/13/99	ANTI-ANTI-IDIOTYPIC ANTIBODY AGAINST HUMAN ANGIOTENSIN II, COMPLEX WITH A SYNTHETIC CYCLIC PEPTIDE	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	synthetic construct	Pan, Y.H., Amzel, L.M.	2.2	X-RAY DIFFRACTION	0.296	0.200	False	False	IGHV10	IGKV8	Kappa	None	None	None	None	None
1p4b	H	L	0	P	peptide	NA	gcn4(7p-14p) peptide	IMMUNE SYSTEM	04/22/03	Three-Dimensional Structure Of a Single Chain Fv Fragment Complexed With The peptide GCN4(7P-14P).	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Zahnd, C., Spinelli, S., Luginbuhl, B., Jermutus, L., Amstutz, P., Cambillau, C., Pluckthun, A.	2.35	X-RAY DIFFRACTION	0.300	0.219	True	True	IGHV2	IGLV1	Lambda	4.00E-11	-13.94	SPR	20	14754898
1h3p	H	L	0	NA	NA	NA	NA	IMMUNOGLOBULIN	09/12/02	STRUCTURAL CHARACTERISATION OF A MONOCLONAL ANTIBODY   SPECIFIC FOR THE PRES1 REGION OF THE HEPATITIS B VIRUS	MUS MUSCULUS	mus musculus	mus musculus		Pizarro, J.C., Vulliez-Le-normand, B., Riottot, M.M., Budkowska, A., Bentley, G.A.	2.6	X-RAY DIFFRACTION	0.2908	0.2126	False	False	IGHV5	IGKV8	Kappa	None	None	None	None	None
4m48	H	L	0	A	protein	NA	transporter	TRANSPORT PROTEIN	08/06/13	X-ray structure of dopamine transporter elucidates antidepressant mechanism	DROSOPHILA MELANOGASTER; MUS MUSCULUS	mus musculus	mus musculus	drosophila melanogaster	Gouaux, E., Penmatsa, A., Wang, K.	2.955	X-RAY DIFFRACTION	0.256	0.221	False	False	IGHV5	IGKV4	Kappa	None	None	None	None	None
5ywo	N	M	0	C	protein	NA	jev e protein	VIRUS	11/29/17	Structure of JEV-2F2 Fab complex	JAPANESE ENCEPHALITIS VIRUS; MUS MUSCULUS	mus musculus	mus musculus	japanese encephalitis virus	Qiu, X., Lei, Y.F., Yang, P., Gao, Q., Wang, N., Cao, L., Yuan, S., Wang, X., Xu, Z.K., Rao, Z.	4.7	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV9	IGKV3	Kappa	None	None	None	None	None
5ywo	R	Q	0	A	protein	NA	jev e protein	VIRUS	11/29/17	Structure of JEV-2F2 Fab complex	JAPANESE ENCEPHALITIS VIRUS; MUS MUSCULUS	mus musculus	mus musculus	japanese encephalitis virus	Qiu, X., Lei, Y.F., Yang, P., Gao, Q., Wang, N., Cao, L., Yuan, S., Wang, X., Xu, Z.K., Rao, Z.	4.7	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV9	IGKV3	Kappa	None	None	None	None	None
2itc	A	B	0	C	protein	NA	voltage-gated potassium channel	MEMBRANE PROTEIN	10/19/06	Potassium Channel KcsA-Fab complex in Sodium Chloride	STREPTOMYCES LIVIDANS; MUS MUSCULUS	mus musculus	mus musculus	streptomyces lividans	Lockless, S.W., Zhou, M., MacKinnon, R.	3.2	X-RAY DIFFRACTION	0.265	0.246	False	False	IGHV1	IGKV5	Kappa	None	None	None	None	None
4uik	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/30/15	crystal structure of quinine-dependent Fab 314.1	MUS MUSCULUS	mus musculus	mus musculus		Zhu, J., Zhu, J., Bougie, D.W., Aster, R.H., Springer, T.A.	2.0	X-RAY DIFFRACTION	0.2185	0.1877	False	False	IGHV1	IGKV10	Kappa	None	None	None	None	None
1ibg	H	L	0	H	Hapten	OBN	OUABAIN	IMMUNOGLOBULIN	10/25/94	STRUCTURE AND SPECIFICITY OF THE ANTI-DIGOXIN ANTIBODY 40-50	MUS MUSCULUS		mus musculus		Jeffrey, P.D., Sheriff, S.	2.7	X-RAY DIFFRACTION	unknown	0.209	False	True	IGHV2	IGKV3	Kappa	None	None	None	None	None
7rly	C	D	0	P	peptide	NA	peptide from circumsporozoite protein variant vk210	ANTIMICROBIAL PROTEIN	07/26/21	Antibody 2F2 in complex with P. vivax CSP peptide DRAAGQPAGDRADGQPA	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	plasmodium vivax	Kucharska, I., Julien, J.P.	2.67	X-RAY DIFFRACTION	0.227	0.185	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7rly	E	F	0	R	peptide	NA	peptide from circumsporozoite protein variant vk210	ANTIMICROBIAL PROTEIN	07/26/21	Antibody 2F2 in complex with P. vivax CSP peptide DRAAGQPAGDRADGQPA	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	plasmodium vivax	Kucharska, I., Julien, J.P.	2.67	X-RAY DIFFRACTION	0.227	0.185	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7rly	A	B	0	Q	peptide	NA	peptide from circumsporozoite protein variant vk210	ANTIMICROBIAL PROTEIN	07/26/21	Antibody 2F2 in complex with P. vivax CSP peptide DRAAGQPAGDRADGQPA	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	plasmodium vivax	Kucharska, I., Julien, J.P.	2.67	X-RAY DIFFRACTION	0.227	0.185	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
3t77	B	A	0	B	carbohydrate	KDA	polysaccharide	IMMUNE SYSTEM	07/29/11	S25-2- A(2-4)KDO disaccharide complex	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Nguyen, H.P., Seto, N.O., Mackenzie, C.R., Brade, L., Kosma, P., Brade, H., Evans, S.V.	1.739	X-RAY DIFFRACTION	0.236	0.205	False	True	IGHV7	IGKV8	Kappa	None	None	None	None	None
2g2r	H	L	0	L	Hapten	TNS	5-[{4-[(E)-2-(4-NITROPHENYL)VINYL]PHENYL}(METHYL)AMINO]PENTANOIC ACID	IMMUNE SYSTEM	02/16/06	Green-fluorescent antibody 11G10 in complex with its hapten (nitro-stilbene derivative)	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Debler, E.W., Wilson, I.A.	2.75	X-RAY DIFFRACTION	0.250	0.203	False	False	IGHV1	IGKV1	Kappa	None	None	None	None	None
2g2r	B	A	0	A	Hapten	TNS	5-[{4-[(E)-2-(4-NITROPHENYL)VINYL]PHENYL}(METHYL)AMINO]PENTANOIC ACID	IMMUNE SYSTEM	02/16/06	Green-fluorescent antibody 11G10 in complex with its hapten (nitro-stilbene derivative)	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Debler, E.W., Wilson, I.A.	2.75	X-RAY DIFFRACTION	0.250	0.203	False	False	IGHV1	IGKV1	Kappa	None	None	None	None	None
3cxd	H	L	0	P	peptide	NA	a peptide from osteopontin	IMMUNE SYSTEM	04/24/08	Crystal structure of anti-osteopontin antibody 23C3 in complex with its epitope peptide	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Du, J., Yang, H., Zhong, C., Ding, J.	2.8	X-RAY DIFFRACTION	0.292	0.248	False	False	IGHV10	IGKV12	Kappa	None	None	None	None	None
3zkn	H	L	0	A	protein	NA	beta-secretase 2	IMMUNE SYSTEM/HYDROLASE	01/23/13	BACE2 FAB INHIBITOR COMPLEX	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Banner, D.W., Kuglstatter, A., Benz, J., Stihle, M., Ruf, A.	2.0	X-RAY DIFFRACTION	0.25141	0.20318	False	True	IGHV2	IGKV3	Kappa	None	None	None	None	None
3zkn	C	D	0	B	protein	NA	beta-secretase 2	IMMUNE SYSTEM/HYDROLASE	01/23/13	BACE2 FAB INHIBITOR COMPLEX	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Banner, D.W., Kuglstatter, A., Benz, J., Stihle, M., Ruf, A.	2.0	X-RAY DIFFRACTION	0.25141	0.20318	False	True	IGHV2	IGKV3	Kappa	None	None	None	None	None
6vx4	H	K	0	F | G	protein | protein	NA | NA	cytolethal distending toxin subunit b | pertussis toxin-like subunit arta	TOXIN	02/21/20	Density-fitted Model Structure of Antibody Variable Domains of TyTx11 in Complex with Typhoid Toxin	MUS MUSCULUS; SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR TYPHI STR. CT18	mus musculus	mus musculus	salmonella enterica subsp. enterica serovartyphi str. ct18  | salmonella enterica subsp. enterica serovartyphi str. ct18 	Nguyen, T., Song, J.	3.12	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV13	Kappa	None	None	None	None	None
2v17	H	L	0	A	peptide	NA	peptide fragment	IMMUNE SYSTEM	05/22/07	Structure of the complex of antibody MN423 with a fragment of tau  protein	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Sevcik, J., Skrabana, R., Csokova, N., Dvorsky, R., Novak, M.	1.65	X-RAY DIFFRACTION	0.218	0.156	False	False	IGHV7	IGKV16	Kappa	None	None	None	None	None
3bgf	H	L	0	S	protein	NA	spike protein s1	Viral Protein/Immune System	11/26/07	X-ray crystal structure of the SARS coronavirus spike receptor binding domain in complex with F26G19 Fab	SARS CORONAVIRUS; MUS MUSCULUS	mus musculus	mus musculus	sars coronavirus	Pak, J.E., Rini, J.M.	3.0	X-RAY DIFFRACTION	0.286	0.234	False	False	IGHV1	IGKV9	Kappa	2.60E-08	-10.34	SPR	25	19324051
3bgf	B	C	0	A	protein	NA	spike protein s1	Viral Protein/Immune System	11/26/07	X-ray crystal structure of the SARS coronavirus spike receptor binding domain in complex with F26G19 Fab	SARS CORONAVIRUS; MUS MUSCULUS	mus musculus	mus musculus	sars coronavirus	Pak, J.E., Rini, J.M.	3.0	X-RAY DIFFRACTION	0.286	0.234	False	False	IGHV1	IGKV9	Kappa	2.60E-08	-10.34	SPR	25	19324051
3ifl	H	L	0	P	peptide	NA	amyloid beta a4 protein	IMMUNE SYSTEM	07/24/09	X-ray structure of amyloid beta peptide:antibody (Abeta1-7:12A11) complex	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Weis, W.I., Feinberg, H., Basi, G.S., Schenk, D.	1.5	X-RAY DIFFRACTION	0.206	0.178	False	True	IGHV8	IGKV1	Kappa	8.40E-09	-11.01	SPR	25	19923222
3d9a	H	L	0	C	protein	NA	lysozyme c	HYDROLASE/IMMUNE SYSTEM	05/27/08	High Resolution Crystal Structure Structure of HyHel10 Fab Complexed to Hen Egg Lysozyme	MUS MUSCULUS; GALLUS GALLUS	mus musculus	mus musculus	gallus gallus	DeSantis, M.E., Li, M., Shanmuganathan, A., Acchione, M., Walter, R., Wlodawer, A., Smith-Gill, S.	1.2	X-RAY DIFFRACTION	0.205	0.190	False	True	IGHV3	IGKV5	Kappa	None	None	None	None	None
7k63	N	N	0	G | F | H	protein | protein | protein	NA | NA | NA	histone h2a type 1-b/e | histone h4 | histone h2b type 1-j	NUCLEAR PROTEIN/DNA	09/18/20	Cryo-EM structure of a chromatosome containing chimeric linker histone gH1.10-ncH1.4	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens | homo sapiens | homo sapiens	Zhou, B.-R., Bai, Y.	3.03	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7k63	M	M	0	C | B | D	protein | protein | protein	NA | NA | NA	histone h2a type 1-b/e | histone h4 | histone h2b type 1-j	NUCLEAR PROTEIN/DNA	09/18/20	Cryo-EM structure of a chromatosome containing chimeric linker histone gH1.10-ncH1.4	HOMO SAPIENS; MUS MUSCULUS	mus musculus		homo sapiens | homo sapiens | homo sapiens	Zhou, B.-R., Bai, Y.	3.03	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
2ojz	I	M	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/15/07	Anti-DNA antibody ED10	MUS MUSCULUS	mus musculus	mus musculus		Stanfield, R.L., Sanguineti, S., Wilson, I.A., de Prat-Gay, G.	2.73	X-RAY DIFFRACTION	0.264	0.201	False	False	IGHV1	IGKV1	Kappa	None	None	None	None	None
2ojz	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/15/07	Anti-DNA antibody ED10	MUS MUSCULUS	mus musculus	mus musculus		Stanfield, R.L., Sanguineti, S., Wilson, I.A., de Prat-Gay, G.	2.73	X-RAY DIFFRACTION	0.264	0.201	False	False	IGHV1	IGKV1	Kappa	None	None	None	None	None
1i9j	H	L	0	H	Hapten	TES	TESTOSTERONE	IMMUNE SYSTEM	03/20/01	TESTOSTERONE COMPLEX STRUCTURE OF THE RECOMBINANT MONOCLONAL WILD TYPE ANTI-TESTOSTERONE FAB FRAGMENT	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Valjakka, J., Takkinenz, K., Teerinen, T., Soderlund, H., Rouvinen, J.	2.6	X-RAY DIFFRACTION	0.255	0.188	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
6yhq	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/30/20	Crystal Structure of Fab F5.18.6, anti-Plasmodium vivax AMA1	MUS MUSCULUS	mus musculus	mus musculus		Bentley, G.A., Saul, F.A., Vulliez-le Normand, B.	1.89	X-RAY DIFFRACTION	0.239	0.185	False	False	IGHV5	IGKV4	Kappa	None	None	None	None	None
4hdi	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/02/12	Crystal Structure of 3E5 IgG3 FAB from mus musculus	MUS MUSCULUS	mus musculus	mus musculus		Janda, A., Eryilmaz, E., Kim, J., Cordero, R.J.B., Cowburn, D., Casadevall, A.	2.449	X-RAY DIFFRACTION	0.263	0.208	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
4hdi	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/02/12	Crystal Structure of 3E5 IgG3 FAB from mus musculus	MUS MUSCULUS	mus musculus	mus musculus		Janda, A., Eryilmaz, E., Kim, J., Cordero, R.J.B., Cowburn, D., Casadevall, A.	2.449	X-RAY DIFFRACTION	0.263	0.208	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
7kkz	H	L	0	NA	NA	NA	NA	ANTIVIRAL PROTEIN	10/28/20	Crystal structure of mouse anti-HIV potent neutralizing antibody M4H2K1	MUS MUSCULUS	mus musculus	mus musculus		Kumar, S., Wilson, I.A.	1.5	X-RAY DIFFRACTION	0.216	0.183	False	True	IGHV6	IGKV3	Kappa	None	None	None	None	None
